industry_name,employees_at_location_range,product_type,product,currency,year,spend
Wholesale & retail trade,Very Small 0 - 9,IP Voice,IP Voice,EUR,2014,64.28801748
Transportation and Public Utilities,Very Small 0 - 9,IP Voice,IP Voice,EUR,2014,92.93679683
Public Administration,Very Small 0 - 9,IP Voice,IP Voice,EUR,2014,44.73877577
Nonclassified Establishments,Very Small 0 - 9,IP Voice,IP Voice,EUR,2014,66.5366837
"Finance, Insurance, and Real Estate",Small 10 - 49,IP Voice,IP Voice,EUR,2014,634.7014363
Services,Small 10 - 49,IP Voice,IP Voice,EUR,2014,639.6176997
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,IP Voice,IP Voice,EUR,2014,420.765228
Manufacturing,Small 10 - 49,IP Voice,IP Voice,EUR,2014,722.5316532
Construction,Small 10 - 49,IP Voice,IP Voice,EUR,2014,442.4165454
Wholesale & retail trade,Small 10 - 49,IP Voice,IP Voice,EUR,2014,470.9762102
Transportation and Public Utilities,Small 10 - 49,IP Voice,IP Voice,EUR,2014,711.378075
Public Administration,Small 10 - 49,IP Voice,IP Voice,EUR,2014,408.8510113
Nonclassified Establishments,Small 10 - 49,IP Voice,IP Voice,EUR,2014,441.6528649
"Finance, Insurance, and Real Estate",Medium 50 - 249,IP Voice,IP Voice,EUR,2014,4929.695597
Services,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,2334.117284
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,IP Voice,IP Voice,EUR,2014,1333.434475
Manufacturing,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,2118.819941
Construction,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,1466.218568
Wholesale & retail trade,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,1536.831358
Transportation and Public Utilities,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,2289.082145
Public Administration,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,5042.959944
Nonclassified Establishments,Medium 50 - 249,IP Voice,IP Voice,EUR,2014,1442.74627
"Finance, Insurance, and Real Estate",Large 250 +,IP Voice,IP Voice,EUR,2014,56967.58459
Services,Large 250 +,IP Voice,IP Voice,EUR,2014,16241.10846
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,IP Voice,IP Voice,EUR,2014,7976.765843
Manufacturing,Large 250 +,IP Voice,IP Voice,EUR,2014,23077.64781
Construction,Large 250 +,IP Voice,IP Voice,EUR,2014,15130.27735
Wholesale & retail trade,Large 250 +,IP Voice,IP Voice,EUR,2014,39796.65298
Transportation and Public Utilities,Large 250 +,IP Voice,IP Voice,EUR,2014,33383.47515
Public Administration,Large 250 +,IP Voice,IP Voice,EUR,2014,62814.10701
Nonclassified Establishments,Large 250 +,IP Voice,IP Voice,EUR,2014,14364.05625
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Services,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Manufacturing,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Construction,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Public Administration,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2014,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Ethernet,EUR,2014,42.50583991
Services,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,42.83508117
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Ethernet,EUR,2014,28.17857089
Manufacturing,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,48.38781358
Construction,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,29.62855569
Wholesale & retail trade,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,31.54119125
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,47.64086047
Public Administration,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,27.38067797
Nonclassified Establishments,Small 10 - 49,Wireline Data,Ethernet,EUR,2014,29.57741214
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,2611.177295
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,1236.342881
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,706.297936
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,1122.303479
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,776.631449
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,814.0338625
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,1212.488521
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,2671.171525
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2014,764.1985655
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2014,105047.625
Services,Large 250 +,Wireline Data,Ethernet,EUR,2014,29948.43267
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2014,14709.07206
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2014,42554.9391
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2014,27900.07183
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2014,73384.60827
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2014,61558.77601
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2014,115828.5507
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2014,26487.1682
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,231.6588208
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,259.5852731
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,174.2536866
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,235.5102604
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,180.8839169
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,174.274855
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,251.9372571
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,121.2798896
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2014,180.3706407
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2014,1136.913794
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,1145.720088
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2014,753.698927
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,1294.24034
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,792.4820146
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,843.6397323
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,1274.261408
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,732.3574954
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2014,791.1140661
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,10288.15327
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,4871.245272
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,2782.844901
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,4421.92502
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,3059.962033
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,3207.329185
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,4777.258047
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,10524.53317
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2014,3010.975925
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2014,83275.73923
Services,Large 250 +,Wireline Data,Internet Access,EUR,2014,23741.40176
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2014,11660.50969
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2014,33735.11787
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2014,22117.57863
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2014,58175.11344
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2014,48800.27109
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2014,91822.23949
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2014,20997.50958
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2014,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,208.2829413
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,209.896257
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,138.077865
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,237.1052108
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,145.1829381
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,154.555047
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,233.4450646
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,134.1681085
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2014,144.9323295
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,11077.57637
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,5245.022123
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,2996.376132
Manufacturing,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,4761.224956
Construction,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,3294.756814
Wholesale & retail trade,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,3453.431636
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,5143.823138
Public Administration,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,11332.094
Nonclassified Establishments,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2014,3242.011941
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,IP-VPN,EUR,2014,140366.54
Services,Large 250 +,Wireline Data,IP-VPN,EUR,2014,40017.63841
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,IP-VPN,EUR,2014,19654.52862
Manufacturing,Large 250 +,Wireline Data,IP-VPN,EUR,2014,56862.68073
Construction,Large 250 +,Wireline Data,IP-VPN,EUR,2014,37280.58153
Wholesale & retail trade,Large 250 +,Wireline Data,IP-VPN,EUR,2014,98057.84331
Transportation and Public Utilities,Large 250 +,Wireline Data,IP-VPN,EUR,2014,82255.95196
Public Administration,Large 250 +,Wireline Data,IP-VPN,EUR,2014,154772.2083
Nonclassified Establishments,Large 250 +,Wireline Data,IP-VPN,EUR,2014,35392.6341
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Services,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Manufacturing,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Construction,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Public Administration,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2014,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,38.47513459
Services,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,38.77315486
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,25.50647888
Manufacturing,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,43.79933779
Construction,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,26.81896583
Wholesale & retail trade,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,28.55023172
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,43.12321607
Public Administration,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,24.78424782
Nonclassified Establishments,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2014,26.77267208
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,1220.864709
Services,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,578.0562637
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,330.2319706
Manufacturing,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,524.7367588
Construction,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,363.1166408
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,380.6042647
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,566.9030778
Public Administration,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,1248.915212
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2014,357.3036043
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,13261.49122
Services,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,3780.769692
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,1856.912329
Manufacturing,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,5372.24855
Construction,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,3522.179178
Wholesale & retail trade,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,9264.267878
Transportation and Public Utilities,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,7771.343401
Public Administration,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,14622.50391
Nonclassified Establishments,Large 250 +,Wireline Data,Legacy Data Services,EUR,2014,3343.810471
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,220.5415431
Services,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,247.1278086
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,165.8912741
Manufacturing,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,224.2081527
Construction,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,172.2033205
Wholesale & retail trade,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,165.9114266
Transportation and Public Utilities,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,239.8468199
Public Administration,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,115.4596829
Nonclassified Establishments,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2015,171.7146764
"Finance, Insurance, and Real Estate",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,1025.459882
Services,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,1033.402878
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,679.8123281
Manufacturing,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,1167.363396
Construction,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,714.7934329
Wholesale & retail trade,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,760.9360581
Transportation and Public Utilities,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,1149.343038
Public Administration,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,660.5630394
Nonclassified Establishments,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2015,713.5595871
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,8273.420355
Services,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,3917.307483
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,2237.87934
Manufacturing,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,3555.977784
Construction,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,2460.728519
Wholesale & retail trade,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,2579.236707
Transportation and Public Utilities,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,3841.725811
Public Administration,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,8463.509892
Nonclassified Establishments,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2015,2421.33538
"Finance, Insurance, and Real Estate",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2015,101489.5526
Services,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2015,28934.04808
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2015,14210.86048
