company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon
RIPPON,RIPPON,3 RUE DE L ARRIVEE,,75015,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,16,#REF!,48.8434307,2.3226071
SAS NANTERRE QUARTIER DE L'UNIVERSITE,SAS NANTERRE QUARTIER DE,8 AVENUE DELCASSE,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,16,#REF!,48.8733151,2.3147134
GENIE CIVIL BATIM MOISANT LAURENT SAVEY,GENIE CIVIL BATIM MOISANT,14 RUE ARMAND MOISANT,,75015,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,21,#REF!,48.8420536,2.3175085
CHRISTOPHE CHAUVENCHY & J.F.LEWANDOWICZ,CHRISTOPHE CHAUVENCHY &,43 BOULEVARD MALESHERBES,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,21,#REF!,48.8739509,2.320476
ETABLISST PUBLIC DU PARC DE LA VILLETTE,ETABLISST PUBLIC DU PARC DE LA,211 AVENUE JEAN JAURES,,75019,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,21,#REF!,48.8910581,2.3906746
SOC CONS IMPLANTATION ENTR GEST,SOC CONS IMPLANTATION ENTR,27 AVENUE DE FRIEDLAND,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,23,#REF!,48.8740263,2.3011605
SOCIETE DE TRAVAUX FERROVIAIRES,SOCIETE DE TRAVAUX,138 A 140,138 RUE DE CRIMEE,75019,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,34,#REF!,48.8868785,2.3813153
SOC VIABILITE ASSAINISSEMENT TRA,SOC VIABILITE ASSAINISSEMENT,157 RUE DU FAUBOURG SAINT HONORE,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,50,#REF!,48.8744278,2.3067422
SOC ECONOMIE MIXTE ANIMAT ECON SCE TER,SOC ECONOMIE MIXTE ANIMAT ECON,HOTEL DE VILLE,4 PL HOTEL VILLE ESP LIBERATION,75004,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,51,#REF!,48.8568295,2.3511759
AGENCE FONCIERE TECHNIQUE REGION PARIS,AGENCE FONCIERE TECHNIQUE,195 RUE DE BERCY,,75012,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,100,#REF!,48.8438752,2.3724241
FONCIER CONSEIL SNC,FONCIER CONSEIL SNC,19 RUE DE VIENNE,,75801,Paris Cedex 08,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,155,#REF!,48.8775247,2.3219104
SFERIS,SFERIS,16 RUE MARTEL,,75010,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,413,#REF!,48.874624,2.3534717
GAGNERAUD CONSTRUCTION,GAGNERAUD CONSTRUCTION,7 RUE AUGUSTE MAQUET,,75016,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,972,#REF!,48.8393124,2.2659688
PRO RENOV,PRO RENOV,115 RUE DE L ABBE GROULT,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8370782,2.3006547
CLIMAT CHAUFFAGE REFRIGERATION VENTILA,CLIMAT CHAUFFAGE REFRIGERATION,98 BOULEVARD BEAUMARCHAIS,,75011,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.860366,2.3677286
MBC,MBC,108 RUE DAMREMONT,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8938979,2.3367659
LASPC,LASPC,117 RUE DE CHARENTON,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8464949,2.3788161
ETABLISSEMENTS MADRU,ETABLISSEMENTS MADRU,83 RUE BOBILLOT,,75013,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8253248,2.3501726
B.M. PLOMBERIE - CHAUFFAGE,B.M. PLOMBERIE - CHAUFFAGE,41 BOULEVARD ORNANO,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8949949,2.346605
SARL N.D,SARL N.D,8 RUE NOEL BALLAY,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8478346,2.4123688
PLOMBERIE CHAUFFAGE ET DECORATIO,PLOMBERIE CHAUFFAGE ET,36 RUE DE SAMBRE ET MEUSE,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8745777,2.3725416
ELM PLOMBERIE,ELM PLOMBERIE,266 AVENUE DAUMESNIL,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8361097,2.4042742
LAREBAT,LAREBAT,8 RUE DOUDEAUVILLE,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8890833,2.3584523
CIE D'AVANCE TECHNOLOGIQUES NOUVELLES,CIE D'AVANCE TECHNOLOGIQUES,26 T RUE NICOLAI,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8359882,2.3946213
D. BAUDUIN ET LEMASSON,D. BAUDUIN ET LEMASSON,61 BOULEVARD SAINT MARCEL,,75013,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8374186,2.354696
RST,RST,44 RUE RODIER,,75009,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8795433,2.3436303
MADRU ROBERT GERARD,MADRU ROBERT GERARD,83 RUE BOBILLOT,,75013,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8253248,2.3501726
URBEX,URBEX,150 RUE LEGENDRE,,75017,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8900631,2.3242356
DIANA BATIMENT GENERAL,DIANA BATIMENT GENERAL,41 RUE DES PYRENEES,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8507452,2.4061479
INSTALL THERMIQUES SANIT INCENDIE LIAR,INSTALL THERMIQUES SANIT,32 BOULEVARD DE STRASBOURG,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8719107,2.3560323
L.S,L.S,44 RUE RODIER,,75009,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8795433,2.3436303
ATELIER DU BATIMENT,ATELIER DU BATIMENT,221 RUE LA FAYETTE,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8815838,2.3652611
T.I.P.C.,T.I.P.C.,26 RUE DAMREMONT,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8886792,2.3333724
SARL EXCELSIOR,SARL EXCELSIOR,25 RUE DOUDEAUVILLE,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8886139,2.3558528
CETIN CONSTRUCTIONS,CETIN CONSTRUCTIONS,73 RUE DE LA PLAINE,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8502902,2.4051631
SANCHEZ & OSPINA BATIMENT,SANCHEZ & OSPINA BATIMENT,128 RUE LA BOETIE,,75008,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8710406,2.305703
SEB ASSISTANCE,SEB ASSISTANCE,1 RUE ERNEST LEFEVRE,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8683647,2.4034831
BATI FORT 1,BATI FORT 1,91 RUE DU FAUBOURG SAINT DENIS,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8741359,2.3548385
SOCIETE INSTALLATION THERMIQUE,SOCIETE INSTALLATION THERMIQUE,17 AVENUE GAMBETTA,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8637762,2.3904314
TESLA,TESLA,27 AVENUE SECRETAN,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8815387,2.3727029
FRANCE ARTISAN N 1,FRANCE ARTISAN N 1,309 RUE DE CHARENTON,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8340188,2.394934
ASPIRA SUIE AEG,ASPIRA SUIE AEG,78 RUE DUHESME,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8940927,2.3439243
BPC,BPC,75 RUE DE LOURMEL,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8454737,2.2880413
B.W.A.,B.W.A.,17 RUE PLUMET,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8389915,2.307835
CATOUSSE CLIM,CATOUSSE CLIM,23 RUE ANTOINE JULIEN HENARD,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8427537,2.3898014
FRANCE EUROPE 93 PARIS,FRANCE EUROPE 93 PARIS,103 BOULEVARD MACDONALD,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8982045,2.3845777
OBB SERVICE,OBB SERVICE,128 RUE LA BOETIE,,75008,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8710406,2.305703
AVIV DECOR,AVIV DECOR,57 R DU FAUBOURG SAINT MARTIN,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8714785,2.356725
SARL CPS,SARL CPS,26 RUE DAMREMONT,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8886792,2.3333724
CHAUFFAGE CLIMATISATION ET TUYAUTERIE,CHAUFFAGE CLIMATISATION ET,266 AVENUE DAUMESNIL,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8361097,2.4042742
SARL FRANCE EUROPE 93,SARL FRANCE EUROPE 93,28 RUE DE CHABROL,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8770798,2.3529807
ISO CONCEPT,ISO CONCEPT,101 AVENUE DES CHAMPS ELYSEES,,75008,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8714434,2.300352
SARL PLVS BTP,SARL PLVS BTP,34 BOULEVARD EXELMANS,,75016,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8414769,2.2644089
WALI STAR,WALI STAR,13 RUE BLONDEL,,75002,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8686668,2.3533478
BENDAVID YAEL,BENDAVID YAEL,80 RUE DES ENTREPRENEURS,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.844395,2.2908469
JM ISOLATIONS,JM ISOLATIONS,CHEZ ABC LIVE,21 B RUE DU SIMPLON,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8936671,2.3501176
ORDIL,ORDIL,25 RUE VILLIOT,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8417528,2.3753605
@ PRO PLOMBERIE,@ PRO PLOMBERIE,CHEZ CABIS,128 RUE LA BOETIE,75008,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8710406,2.305703
AMORIM JOSE,AMORIM JOSE,127 RUE AMELOT,,75011,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8639987,2.3666469
A.P SERVICES,A.P SERVICES,10 ALLEE GEORGES RECIPON,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8794008,2.3721971
SM CLIM,SM CLIM,101 AVENUE DU GENERAL LECLERC,,75014,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8257179,2.3264851
2 KPCV,2 KPCV,44 RUE RODIER,,75009,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8795433,2.3436303
ATB SERVICE,ATB SERVICE,8 RUE DU FAUBOURG POISSONNIERE,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8712913,2.3483042
DM SERVICES,DM SERVICES,21 RUE DE FECAMP,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8353993,2.3988104
MJP PLOMBERIE,MJP PLOMBERIE,96 AVENUE DE SAINT OUEN,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8936797,2.3279907
PRO BAT,PRO BAT,159 BOULEVARD SERURIER,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8870546,2.3942954
E.E.INT,E.E.INT,12 VILLA ALBERT ROBIDA,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8791302,2.3905247
CMPS MARCADET,CMPS MARCADET,48 RUE MARCADET,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8908429,2.3507769
SOC BARAZZETTI FILS FUMIST,SOC BARAZZETTI FILS FUMIST,32 RUE GRENETA,,75002,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8653122,2.3496123
ALYA BATIMENT,ALYA BATIMENT,2 PASSAGE FLOURENS,,75017,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8972738,2.3267021
ALAIN PERE ET FILS SERRURIER VITRIER,ALAIN PERE ET FILS SERRURIER,CHEA ABC LIV,31 AVENUE DE SEGUR,75007,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8509883,2.3097221
GASFLASH S A R L,GASFLASH S A R L,7 RUE SAINTE ISAURE,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8934011,2.3436554
CELO-GAZ,CELO-GAZ,5 RUE MAURICE ROUVIER,,75014,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8305475,2.3102829
BAT'INOV,BAT'INOV,75 RUE CLAUDE DECAEN,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8371823,2.3977779
ARTEC,ARTEC,86 AVENUE FELIX FAURE,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8397547,2.283865
ETABLISSEMENTS ROUSSET ET FILS,ETABLISSEMENTS ROUSSET ET FILS,13 RUE DU CAPITAINE FERBER,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8656595,2.4052533
HDS,HDS,33 RUE DEBELLEYME,,75003,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8625427,2.3638791
A LA CENTRALE DES ARTISANS,A LA CENTRALE DES ARTISANS,221 RUE LA FAYETTE,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8815838,2.3652611
PLUMBERY,PLUMBERY,15 RUE LACHARRIERE,,75011,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8623922,2.3785857
AVP THERMIQUE,AVP THERMIQUE,173 RUE DE CHARENTON,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8446839,2.3847598
SOC MAINTENANCE AMENAGEMENT PLOMBERIE,SOC MAINTENANCE AMENAGEMENT,2 RUE DU DOCTEUR POTAIN,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8756261,2.3980392
MARTIN CHRISTOPHE JOCELYN LEON,MARTIN CHRISTOPHE JOCELYN LEON,24 RUE GEOFFROY SAINT HILAIRE,,75005,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8402443,2.3565614
ALBERT ASSISTANCE,ALBERT ASSISTANCE,18 RUE PRADIER,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8756557,2.3822161
A.I.M BAT,A.I.M BAT,18 B RUE HELENE JAKUBOWICZ,,75020,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8699555,2.3975617
SAVEURS ORIENTALES,SAVEURS ORIENTALES,6 RUE GUILLAUME BERTRAND,,75011,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,0,0
BATIGEST,BATIGEST,23 RUE LE SUEUR,,75116,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8754446,2.2870328
SG DECOR,SG DECOR,62 RUE DE LA CHAPELLE,,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8946198,2.3599016
SETP BATIMENT,SETP BATIMENT,CHEZ KABIETADIKO NSOUKOULA,1 CITE DU MIDI,75018,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8833156,2.3353859
T.I.I,T.I.I,32 BOULEVARD DE STRASBOURG,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8719107,2.3560323
S.L,S.L,44 RUE RODIER,,75009,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8795433,2.3436303
C.M.C. DIAS,C.M.C. DIAS,7 RUE GAMBEY,,75011,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8648721,2.3718963
RAM ELECTRICITE,RAM ELECTRICITE,28 RUE DE CHABROL,,75010,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8770798,2.3529807
TECHNICIEN MAINTENANCES SERVICES 75,TECHNICIEN MAINTENANCES,105 RUE DE L ABBE GROULT,,75015,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8375712,2.3000289
ETABLISSEMENT MEYER ET RONALD MEYER ET RONALD,ETABLISSEMENT MEYER ET RONALD,184 B AVENUE DAUMESNIL,,75012,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,10,#REF!,48.8384524,2.3977649
MAG GAZ,MAG GAZ,119 RUE DE ROME,,75017,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,11,#REF!,48.8846914,2.3174394
DIDIER MALO SARL,DIDIER MALO SARL,11 B RUE CHAPTAL,,75009,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,11,#REF!,48.8807954,2.3334948
LOGEL-TECHNIC,LOGEL-TECHNIC,29 BOULEVARD D ALGERIE,,75019,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,11,#REF!,48.8833363,2.3969406
ENTREPRISE BERNARD LEMAITRE,ENTREPRISE BERNARD LEMAITRE,5 RUE D ALESIA,,75014,Paris,1711,17,"Installation u. Heizungsbau, Klimaanlagen",Construction - Special Trade Contractors,Construction,11,#REF!,48.8268943,2.3386346
